1.4305 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
23.0130 	EXP 	PCProbe: texRes = 128.0
23.0130 	EXP 	SCProbe: autoDraw = True
23.0130 	EXP 	SCProbe: texRes = 128
23.0209 	EXP 	PCProbe: texRes = 128.0
23.0209 	EXP 	SCProbe: texRes = 128
23.0289 	EXP 	PCProbe: texRes = 128.0
23.0289 	EXP 	SCProbe: texRes = 128
23.0369 	EXP 	PCProbe: texRes = 128.0
23.0369 	EXP 	SCProbe: texRes = 128
23.0451 	EXP 	PCProbe: texRes = 128.0
23.0451 	EXP 	SCProbe: texRes = 128
23.0532 	EXP 	PCProbe: texRes = 128.0
23.0532 	EXP 	SCProbe: texRes = 128
23.0617 	EXP 	PCProbe: texRes = 128.0
23.0617 	EXP 	SCProbe: texRes = 128
23.0704 	EXP 	PCProbe: texRes = 128.0
23.0704 	EXP 	SCProbe: texRes = 128
23.0791 	EXP 	PCProbe: texRes = 128.0
23.0791 	EXP 	SCProbe: texRes = 128
23.0918 	EXP 	PCProbe: texRes = 128.0
23.0918 	EXP 	SCProbe: texRes = 128
23.0995 	EXP 	PCProbe: texRes = 128.0
23.0995 	EXP 	SCProbe: texRes = 128
23.1071 	EXP 	PCProbe: texRes = 128.0
23.1071 	EXP 	SCProbe: texRes = 128
23.1148 	EXP 	PCProbe: texRes = 128.0
23.1148 	EXP 	SCProbe: texRes = 128
23.1224 	EXP 	PCProbe: texRes = 128.0
23.1224 	EXP 	SCProbe: texRes = 128
23.1301 	EXP 	PCProbe: texRes = 128.0
23.1301 	EXP 	SCProbe: texRes = 128
23.1379 	EXP 	PCProbe: texRes = 128.0
23.1379 	EXP 	SCProbe: texRes = 128
23.1457 	EXP 	PCProbe: texRes = 128.0
23.1457 	EXP 	SCProbe: texRes = 128
23.1533 	EXP 	PCProbe: texRes = 128.0
23.1533 	EXP 	SCProbe: texRes = 128
23.1609 	EXP 	PCProbe: texRes = 128.0
23.1609 	EXP 	SCProbe: texRes = 128
23.1684 	EXP 	PCProbe: texRes = 128.0
23.1684 	EXP 	SCProbe: texRes = 128
23.1761 	EXP 	PCProbe: texRes = 128.0
23.1761 	EXP 	SCProbe: texRes = 128
23.1840 	EXP 	PCProbe: texRes = 128.0
23.1840 	EXP 	SCProbe: texRes = 128
23.1919 	EXP 	PCProbe: texRes = 128.0
23.1919 	EXP 	SCProbe: texRes = 128
23.1989 	DATA 	Keypress: space
23.1999 	EXP 	PCProbe: texRes = 128.0
23.1999 	EXP 	SCProbe: texRes = 128
23.2077 	EXP 	PCProbe: texRes = 128.0
23.2077 	EXP 	SCProbe: texRes = 128
23.2143 	EXP 	New trial (rep=0, index=3): OrderedDict([('ChPage', 'images/21.4.png')])
23.2347 	EXP 	PCProbe: texRes = 128.0
23.2347 	EXP 	SCProbe: texRes = 128
23.2347 	EXP 	imagePages: autoDraw = False
23.2347 	EXP 	PCProbe: autoDraw = False
23.2347 	EXP 	SCProbe: autoDraw = False
23.2347 	EXP 	imagePages: image = 'images/21.4.png'
23.2347 	EXP 	imagePages: autoDraw = True
23.2347 	EXP 	PCProbe: autoDraw = True
23.2347 	EXP 	PCProbe: texRes = 128.0
23.2347 	EXP 	SCProbe: autoDraw = True
23.2347 	EXP 	SCProbe: texRes = 128
23.2425 	EXP 	PCProbe: texRes = 128.0
23.2425 	EXP 	SCProbe: texRes = 128
23.2503 	EXP 	PCProbe: texRes = 128.0
23.2503 	EXP 	SCProbe: texRes = 128
23.2580 	EXP 	PCProbe: texRes = 128.0
23.2580 	EXP 	SCProbe: texRes = 128
23.2655 	EXP 	PCProbe: texRes = 128.0
