Cal_Instruct1.started,Calibration_text_resp.started,Calibration_text_resp.keys,Calibration_text_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
9.099444299994502,9.099444299994502,space,19.598331600020174,,001,2023-02-03_14h45.24.684,COPY_Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,59.77011220437405,
