Cal_Instruct1.started,Calibration_text_resp.started,Calibration_text_resp.keys,Calibration_text_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
9.10300719999941,9.10300719999941,space,3.4142269999720156,,001,2023-02-03_14h53.09.107,COPY_Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,59.786871772268,
