Demographic_Loop.thisRepN,Demographic_Loop.thisTrialN,Demographic_Loop.thisN,Demographic_Loop.thisIndex,chDemoQs,Welcome_text.started,Welcome_text_resp.started,Welcome_text_resp.keys,Welcome_text_resp.rt,DemoQs.started,DemographicQs_resp.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,168.93341309999232,168.93341309999232,space,6.039079099980881,,,,001,2023-01-19_15h09.37.269,Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,60.39314730535771,
,,,,,,,,,175.04974079999374,175.04974079999374,,,,,,,
