Cal_Instruct1.started,Calibration_text_resp.started,Calibration_text_resp.keys,Calibration_text_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
9.967145000002347,9.967145000002347,space,4.217498800018802,,001,2023-02-03_14h44.39.987,COPY_Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,59.85719269537953,
