Cal_Instruct1.started,Calibration_text_resp.started,Calibration_text_resp.keys,Calibration_text_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
8.866528000000471,8.866528000000471,space,8.28910469999937,,001,2023-01-25_13h47.13.097,COPY_Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,60.07420365632192,
