Cal_Instruct1.started,Calibration_text_resp.started,Calibration_text_resp.keys,Calibration_text_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
9.094858500000555,9.094858500000555,space,1.260826800018549,,001,2023-02-03_14h50.31.591,COPY_Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,59.895625889437426,
