Cal_Instruct1.started,Calibration_text_resp.started,Calibration_text_resp.keys,Calibration_text_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
9.148885199999313,9.148885199999313,space,3.987257800000407,,001,2023-01-25_13h46.07.858,COPY_Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,59.78476289652853,
