Cal_Instruct1.started,Calibration_text_resp.started,Calibration_text_resp.keys,Calibration_text_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
9.076661699975375,9.076661699975375,space,0.9801848000497557,,001,2023-02-03_14h48.45.236,COPY_Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,59.77168412206574,
