Cal_Instruct1.started,Calibration_text_resp.started,Calibration_text_resp.keys,Calibration_text_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
8.895290899999964,8.895290899999964,space,3.7759673000000475,,001,2023-01-25_13h38.18.059,COPY_Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,60.313448994448734,
