Cal_Instruct1.started,Calibration_text_resp.started,Calibration_text_resp.keys,Calibration_text_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
8.870910800000274,8.870910800000274,space,5.590084399999796,,001,2023-01-25_13h16.12.266,COPY_Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,60.15392185517994,
