Demographic_Loop.thisRepN,Demographic_Loop.thisTrialN,Demographic_Loop.thisN,Demographic_Loop.thisIndex,chDemoQs,Welcome_text.started,Welcome_text_resp.started,Welcome_text_resp.keys,Welcome_text_resp.rt,DemoQs.started,DemographicQs_resp.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,75.60617620000266,75.60617620000266,space,8.65021589997923,,,,001,2023-01-19_14h54.13.311,Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,60.89444192242671,
,,,,,,,,,84.32276790001197,84.32276790001197,,,,,,,
