Cal_Instruct1.started,Calibration_text_resp.started,Calibration_text_resp.keys,Calibration_text_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
8.857193399999232,8.857193399999232,space,1.8290852999998606,,001,2023-01-25_13h31.26.789,COPY_Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,59.7418673396691,
