Cal_Instruct1.started,Calibration_text_resp.started,Calibration_text_resp.keys,Calibration_text_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
8.914923299999828,8.914923299999828,space,9.982262900000023,,001,2023-01-25_13h26.22.143,COPY_Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,60.37108900972658,
