Cal_Instruct1.started,Calibration_text_resp.started,Calibration_text_resp.keys,Calibration_text_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
9.676656399999956,9.676656399999956,space,17.695218699999714,,001,2023-01-25_13h12.55.586,COPY_Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,59.85941417991121,
