Cal_Instruct1.started,Calibration_text_resp.started,Calibration_text_resp.keys,Calibration_text_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
9.186217800000122,9.186217800000122,space,1.892775100000108,,001,2023-01-25_13h32.55.466,COPY_Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,59.61109720183413,
